timestamp,camera,cars,motorbikes,buses,trucks,avg_speed_kmh
2026-02-06 13:08:00,depok_sp_jatijajar,24,64,1,6,0.97
2026-02-06 13:08:00,depok_sp_jatijajar,33,4,6,6,0.82
2026-02-06 13:09:00,depok_sp_jatijajar,26,70,0,8,0.98
2026-02-06 13:09:00,depok_sp_jatijajar,64,11,4,14,0.95
2026-02-06 13:10:00,depok_sp_jatijajar,27,37,0,9,1.1
2026-02-06 13:10:00,depok_sp_jatijajar,37,91,6,11,0.97
2026-02-06 13:11:00,depok_sp_jatijajar,49,30,0,21,1.07
2026-02-06 13:11:00,depok_sp_jatijajar,33,58,1,8,1.01
2026-02-06 13:12:00,depok_sp_jatijajar,29,0,6,10,0.92
2026-02-06 13:12:00,depok_sp_jatijajar,55,15,10,15,1.07
2026-02-06 13:13:00,depok_sp_jatijajar,41,8,2,11,1.06
2026-02-06 13:13:00,depok_sp_jatijajar,49,36,3,19,1.02
2026-02-06 13:14:00,depok_sp_jatijajar,27,7,0,13,1.02
